application_id,district_name,gender,residential_type,specially_abled_type,enterprise_type,sector,ifsc_code,days_to_bhd_verification,days_to_sbdu_verification,days_to_dlic_approval,days_to_bank_sanction,days_to_disbursement,total_tat_days,applicant_monthly_income,loan_tenure_months,interest_rate,emi_amount,emi_to_income_ratio,risk_score,credit_eligibility_score,repayment_status,loan_amount_inr,project_cost_inr
666,Doda,Male,Rural,Hearing,Existing Enterprise,Healthcare,JKBK027684,21.0,87.0,48.0,21.0,18.0,195.0,111930.0,12.0,11.22,17897.0,0.3,42.0,0.2,Late,25196.0,686000.0
667,Kulgam,Other,Unknown,Locomotor,Existing Enterprise,Agri,JKBK026095,16.0,59.0,34.0,37.0,25.0,171.0,113331.0,35.12,6.96,17897.0,0.3,31.0,0.96,Late,1830212.5,3196710.0
668,Kishtwar,Female,Unknown,Locomotor,Nano Entrepreneur,Tourism,JKBK097343,28.0,48.0,9.0,63.0,11.0,188.0,11081.0,24.0,9.81,17897.0,0.3,34.0,0.43,Late,3022883.0,871893.0
669,Udhampur,Unknown,Rural,Unknown,Existing Enterprise,Tourism,JKBK043800,16.0,71.0,41.0,8.0,18.0,164.0,39828.0,48.0,14.42,17897.0,0.3,51.0,0.03,Unknown,4929352.0,2879000.0
670,Jammu,Other,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK083305,28.0,20.0,18.0,67.0,12.0,164.0,75814.0,36.0,11.1,17897.0,0.3,20.0,0.9,On-Time,1830212.5,1119593.0
671,Doda,Male,Unknown,Unknown,Unknown,Healthcare,JKBK016473,40.0,48.0,9.0,55.0,2.0,188.0,64658.0,48.0,11.94,17897.0,0.3,40.0,0.91,Unknown,3445599.0,190065.0
672,Baramulla,Female,Unknown,Unknown,Unknown,It,JKBK086991,2.0,18.0,30.0,65.0,6.0,188.0,64658.0,35.12,7.16,17897.0,0.3,79.0,0.5,Late,1830212.5,4624919.0
673,Srinagar,Male,Rural,Locomotor,Existing Enterprise,Unknown,JKBK032497,28.0,48.0,20.0,15.0,6.0,188.0,18018.0,12.0,11.67,17897.0,0.3,78.0,0.51,Late,1127126.0,2449678.0
674,Rajouri,Male,Unknown,Unknown,Nano Entrepreneur,Tourism,JKBK015637,8.0,48.0,10.0,91.0,27.0,188.0,59432.0,35.12,12.85,17897.0,0.3,92.0,0.21,On-Time,2657179.0,26114.0
675,Kishtwar,Other,Unknown,Unknown,Msme Sunrise Sector,Healthcare,JKBK031679,9.0,13.0,57.0,14.0,26.0,164.0,76564.0,60.0,10.56,17897.0,0.3,57.0,0.72,Late,3822710.0,2432901.0
676,Poonch,Other,Rural,Locomotor,Existing Enterprise,Healthcare,JKBK039888,13.0,30.0,44.0,24.0,45.0,164.0,72374.0,12.0,12.38,17897.0,0.3,47.0,0.53,Default,3992181.0,2880941.0
677,Kathua,Male,Urban,Locomotor,Existing Enterprise,Agri,JKBK061487,25.0,6.0,48.0,55.0,37.0,171.0,46923.0,24.0,11.68,17897.0,0.3,27.0,0.69,Default,4647304.0,3846461.0
678,Doda,Unknown,Unknown,Visual,Unknown,It,JKBK084675,1.0,73.0,18.0,18.0,17.0,164.0,111016.0,60.0,8.31,17897.0,0.3,65.0,0.25,Late,4903000.0,5657451.0
679,Srinagar,Female,Unknown,Unknown,Existing Enterprise,Unknown,JKBK051814,20.0,68.0,24.0,51.0,20.0,188.0,16282.0,18.0,10.89,17897.0,0.3,51.0,0.71,Unknown,255326.0,13790.0
680,Doda,Female,Rural,Unknown,Existing Enterprise,Healthcare,JKBK080724,25.0,45.0,56.0,35.0,27.0,188.0,18349.0,48.0,11.83,17897.0,0.3,27.0,0.27,On-Time,40164.0,2301000.0
681,Reasi,Male,Rural,Unknown,Unknown,Tourism,JKBK040133,8.0,14.0,22.0,113.0,24.0,188.0,97362.0,48.0,7.77,17897.0,0.3,6.0,0.29,Unknown,3518137.0,2130711.0
682,Samba,Male,Rural,Unknown,Msme Sunrise Sector,It,JKBK054843,3.0,32.0,46.0,33.0,6.0,164.0,40480.0,60.0,6.64,17897.0,0.3,45.0,0.46,Default,2374698.0,4811000.0
683,Kupwara,Male,Rural,Unknown,Msme Sunrise Sector,Manufacturing,JKBK042887,20.0,37.0,6.0,75.0,34.0,188.0,64473.0,36.0,8.31,17897.0,0.3,86.0,0.87,Default,1830212.5,3640007.0
684,Samba,Male,Urban,Unknown,Msme Sunrise Sector,Unknown,JKBK023744,26.0,23.0,45.0,25.0,45.0,164.0,30283.0,12.0,11.32,17897.0,0.3,1.0,0.86,Unknown,1061903.0,2301000.0
685,Kishtwar,Female,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK094497,30.0,49.0,8.0,120.0,5.0,212.0,31214.0,35.12,10.56,17897.0,0.3,29.0,0.95,Late,1830212.5,4807000.0
686,Reasi,Other,Rural,Visual,Msme Sunrise Sector,It,JKBK096895,31.0,29.0,58.0,71.0,8.0,197.0,91804.0,18.0,10.68,17897.0,0.3,22.0,0.81,Late,3069000.0,5847000.0
687,Jammu,Male,Urban,Unknown,Existing Enterprise,Tourism,JKBK049116,19.0,49.0,28.0,27.0,24.0,188.0,11926.0,18.0,11.85,17897.0,0.3,77.0,0.02,Default,4717750.0,1591412.0
688,Poonch,Male,Urban,Unknown,Existing Enterprise,Unknown,JKBK060653,36.0,80.0,44.0,95.0,16.0,212.0,26024.0,35.12,9.99,17897.0,0.3,30.0,0.51,Late,1830212.5,6394698.0
689,Ganderbal,Female,Unknown,Visual,Nano Entrepreneur,Retail,JKBK062215,8.0,62.0,32.0,78.0,10.0,188.0,73818.0,60.0,7.6,17897.0,0.3,69.0,0.67,On-Time,4335603.0,7944.0
690,Rajouri,Female,Rural,Multiple,Unknown,Agri,JKBK013021,24.0,78.0,15.0,113.0,18.0,212.0,18430.0,18.0,10.99,17897.0,0.3,12.0,0.68,Unknown,145919.0,13499.0
691,Baramulla,Other,Unknown,Locomotor,Existing Enterprise,Services,JKBK091679,23.0,11.0,47.0,54.0,6.0,164.0,90460.0,48.0,7.35,17897.0,0.3,19.0,0.19,On-Time,1830212.5,2842000.0
692,Kishtwar,Male,Urban,Unknown,Existing Enterprise,Retail,JKBK033421,4.0,86.0,39.0,46.0,45.0,212.0,76004.0,35.12,10.82,17897.0,0.3,80.0,0.02,Unknown,1830212.5,4860087.0
693,Ganderbal,Female,Urban,Multiple,Msme Sunrise Sector,It,JKBK083736,34.0,44.0,46.0,65.0,41.0,188.0,92420.0,12.0,7.19,17897.0,0.3,16.0,0.45,Late,24524.0,210738.0
694,Udhampur,Other,Rural,Multiple,Existing Enterprise,Retail,JKBK085455,38.0,51.0,59.0,43.0,14.0,205.0,115806.0,36.0,13.45,17897.0,0.3,24.0,0.27,On-Time,37487.0,4139000.0
695,Shopian,Unknown,Rural,Hearing,Existing Enterprise,Healthcare,JKBK090689,2.0,67.0,10.0,111.0,15.0,205.0,64658.0,35.12,10.56,17897.0,0.3,95.0,0.9,Late,4610909.0,3870026.0
696,Kulgam,Male,Urban,Locomotor,Existing Enterprise,Tourism,JKBK021968,6.0,82.0,13.0,85.0,32.0,212.0,109544.0,12.0,7.13,17897.0,0.3,36.0,0.29,Unknown,1830212.5,6003000.0
697,Poonch,Unknown,Rural,Unknown,Unknown,Unknown,JKBK045731,9.0,86.0,43.0,95.0,24.0,188.0,94402.0,36.0,14.45,17897.0,0.3,70.0,0.66,On-Time,52941.0,4063857.0
698,Pulwama,Unknown,Rural,Hearing,Unknown,Agri,JKBK032497,2.0,49.0,43.0,36.0,13.0,164.0,63725.0,36.0,10.68,17897.0,0.3,57.0,0.67,Late,5956999.0,50774.0
699,Samba,Male,Rural,Unknown,Nano Entrepreneur,Tourism,JKBK089603,22.0,6.0,55.0,47.0,36.0,166.0,64658.0,35.12,7.09,17897.0,0.3,74.0,0.89,Default,2217000.0,10586.0
700,Baramulla,Female,Rural,Hearing,Msme Sunrise Sector,It,JKBK054402,14.0,74.0,10.0,83.0,10.0,191.0,60468.0,48.0,10.56,17897.0,0.3,68.0,0.73,On-Time,2226166.0,7101.0
701,Pulwama,Female,Rural,Multiple,Msme Sunrise Sector,Manufacturing,JKBK047327,2.0,14.0,12.0,99.0,22.0,164.0,17630.0,36.0,7.31,17897.0,0.3,78.0,0.98,Late,541356.0,2301000.0
702,Kulgam,Male,Unknown,Unknown,Existing Enterprise,Manufacturing,JKBK045023,17.0,78.0,16.0,110.0,44.0,212.0,102336.0,36.0,8.14,17897.0,0.3,44.0,0.37,Default,4379000.0,49862.0
703,Poonch,Female,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK054843,33.0,48.0,30.0,65.0,14.0,188.0,93472.0,36.0,8.75,17897.0,0.3,62.0,0.03,On-Time,35353.0,1816538.0
704,Budgam,Male,Rural,Multiple,Existing Enterprise,Retail,JKBK041524,9.0,21.0,33.0,68.0,30.0,164.0,73364.0,48.0,10.56,17897.0,0.3,96.0,0.85,Late,1830212.5,3860966.0
705,Kishtwar,Male,Urban,Hearing,Msme Sunrise Sector,Services,JKBK021968,16.0,12.0,44.0,88.0,14.0,174.0,43576.0,24.0,6.89,17897.0,0.3,55.0,0.85,Unknown,1830212.5,774000.0
706,Kulgam,Female,Urban,Multiple,Unknown,Agri,JKBK065206,34.0,15.0,5.0,16.0,26.0,164.0,48821.0,48.0,10.45,17897.0,0.3,74.0,0.26,Unknown,1830212.5,37162.0
707,Pulwama,Female,Rural,Hearing,Nano Entrepreneur,Services,JKBK011785,35.0,8.0,22.0,34.0,30.0,164.0,91753.0,60.0,12.21,17897.0,0.3,97.0,0.6,Unknown,5234.0,270000.0
708,Pulwama,Other,Urban,Unknown,Unknown,Healthcare,JKBK012483,40.0,52.0,22.0,101.0,6.0,212.0,62336.0,48.0,9.28,17897.0,0.3,51.0,0.2,Default,8114.0,3659677.0
709,Jammu,Female,Unknown,Locomotor,Unknown,Agri,JKBK079413,20.0,68.0,60.0,48.0,4.0,188.0,38496.0,35.12,10.03,17897.0,0.3,34.0,0.76,Unknown,1830212.5,12871.0
710,Samba,Female,Urban,Visual,Existing Enterprise,Agri,JKBK076866,20.0,20.0,30.0,34.0,39.0,188.0,20851.0,12.0,11.72,17897.0,0.3,13.0,0.96,Late,36809.0,2301000.0
711,Shopian,Female,Urban,Visual,Existing Enterprise,Healthcare,JKBK013468,9.0,86.0,56.0,27.0,19.0,197.0,79633.0,48.0,9.79,17897.0,0.3,62.0,0.18,On-Time,4753665.0,6800445.0
712,Srinagar,Male,Unknown,Hearing,Nano Entrepreneur,Tourism,JKBK033421,39.0,48.0,15.0,100.0,24.0,188.0,34229.0,48.0,11.3,17897.0,0.3,92.0,0.72,On-Time,44043.0,30102.0
713,Shopian,Unknown,Urban,Unknown,Existing Enterprise,Unknown,JKBK028441,20.0,74.0,41.0,13.0,38.0,186.0,64658.0,35.12,14.35,17897.0,0.3,51.0,0.92,On-Time,1830212.5,2301000.0
714,Anantnag,Other,Rural,Hearing,Existing Enterprise,Manufacturing,JKBK043800,20.0,69.0,28.0,19.0,10.0,188.0,82575.0,60.0,10.79,17897.0,0.3,43.0,0.72,On-Time,1830212.5,5564615.0
715,Budgam,Male,Urban,Unknown,Existing Enterprise,Agri,JKBK089158,15.0,45.0,55.0,69.0,16.0,200.0,12871.0,60.0,14.28,17897.0,0.3,47.0,0.09,On-Time,1830212.5,6501237.0
716,Rajouri,Male,Urban,Unknown,Msme Sunrise Sector,Manufacturing,JKBK062215,2.0,9.0,33.0,69.0,24.0,188.0,20197.0,24.0,7.28,17897.0,0.3,23.0,0.93,Default,1379000.0,3578000.0
717,Kulgam,Unknown,Urban,Locomotor,Nano Entrepreneur,Unknown,JKBK085494,20.0,61.0,26.0,84.0,45.0,188.0,64658.0,60.0,6.78,17897.0,0.3,11.0,0.67,Default,4754124.0,2301000.0
718,Bandipora,Unknown,Urban,Unknown,Nano Entrepreneur,It,JKBK089158,20.0,61.0,57.0,64.0,36.0,188.0,80060.0,60.0,7.62,17897.0,0.3,3.0,0.14,Unknown,20313.0,4685441.0
719,Jammu,Male,Urban,Hearing,Nano Entrepreneur,Manufacturing,JKBK087182,36.0,48.0,49.0,110.0,10.0,188.0,46524.0,35.12,11.17,17897.0,0.3,58.0,0.54,Late,1830212.5,6308313.0
720,Ramban,Male,Urban,Unknown,Unknown,It,JKBK083305,24.0,48.0,19.0,97.0,24.0,188.0,35942.0,36.0,8.61,17897.0,0.3,26.0,0.1,On-Time,2961000.0,3115002.0
721,Budgam,Female,Rural,Multiple,Existing Enterprise,Healthcare,JKBK061970,31.0,68.0,5.0,47.0,24.0,188.0,96574.0,24.0,12.34,17897.0,0.3,73.0,0.9,On-Time,24488.0,45829.0
722,Budgam,Unknown,Rural,Unknown,Unknown,Manufacturing,JKBK028987,38.0,59.0,44.0,85.0,24.0,188.0,84906.0,36.0,14.14,17897.0,0.3,29.0,0.51,Default,1830212.5,3076000.0
723,Reasi,Female,Rural,Unknown,Nano Entrepreneur,Agri,JKBK073263,16.0,48.0,51.0,100.0,7.0,188.0,89631.0,48.0,6.55,17897.0,0.3,18.0,0.9,Late,1092048.0,4052000.0
724,Kulgam,Male,Rural,Hearing,Nano Entrepreneur,Manufacturing,JKBK048359,10.0,82.0,12.0,79.0,15.0,198.0,10218.0,18.0,13.98,17897.0,0.3,51.0,0.04,Late,813964.0,5785000.0
725,Udhampur,Female,Urban,Unknown,Existing Enterprise,Services,JKBK088761,2.0,30.0,58.0,14.0,8.0,164.0,54231.0,35.12,9.75,17897.0,0.3,94.0,0.99,On-Time,7241.0,2301000.0
726,Doda,Other,Rural,Locomotor,Existing Enterprise,It,JKBK096077,3.0,10.0,38.0,106.0,38.0,195.0,106857.0,36.0,12.42,17897.0,0.3,65.0,0.17,On-Time,1374585.0,43372.0
727,Samba,Male,Unknown,Hearing,Nano Entrepreneur,Healthcare,JKBK099548,20.0,58.0,57.0,94.0,27.0,212.0,48401.0,35.12,7.89,17897.0,0.3,7.0,0.05,Unknown,356878.0,1202648.0
728,Baramulla,Male,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK079910,10.0,47.0,19.0,73.0,9.0,164.0,64658.0,60.0,13.59,17897.0,0.3,48.0,0.65,Default,1939373.0,56497.0
728,Samba,Unknown,Urban,Unknown,Existing Enterprise,It,JKBK024855,22.0,68.0,31.0,11.0,24.0,188.0,79606.0,35.12,8.29,17897.0,0.3,94.0,0.67,Late,12524.0,2301000.0
730,Kulgam,Unknown,Rural,Unknown,Existing Enterprise,Healthcare,JKBK075513,8.0,48.0,38.0,95.0,24.0,188.0,56715.0,35.12,14.1,17897.0,0.3,5.0,0.48,On-Time,5189501.0,3522801.0
731,Pulwama,Female,Rural,Locomotor,Nano Entrepreneur,Agri,JKBK086898,1.0,90.0,28.0,50.0,17.0,186.0,60896.0,35.12,9.25,17897.0,0.3,51.0,0.65,On-Time,6266.0,2301000.0
732,Kishtwar,Female,Urban,Multiple,Existing Enterprise,Retail,JKBK047327,15.0,89.0,59.0,111.0,24.0,188.0,81136.0,48.0,12.94,17897.0,0.3,18.0,0.38,On-Time,2802866.0,2301000.0
733,Ganderbal,Female,Urban,Multiple,Nano Entrepreneur,Agri,JKBK030715,6.0,26.0,50.0,17.0,27.0,164.0,114146.0,24.0,7.4,17897.0,0.3,51.0,0.07,On-Time,33808.0,2301000.0
734,Kupwara,Female,Urban,Hearing,Nano Entrepreneur,It,JKBK036760,18.0,7.0,11.0,21.0,34.0,164.0,35654.0,48.0,7.27,17897.0,0.3,47.0,0.26,Late,2710332.0,1203877.0
735,Baramulla,Female,Rural,Multiple,Existing Enterprise,Services,JKBK054402,33.0,47.0,4.0,54.0,43.0,181.0,84800.0,35.12,13.47,17897.0,0.3,40.0,0.27,Late,4366000.0,2301000.0
736,Budgam,Unknown,Rural,Unknown,Existing Enterprise,Services,JKBK090689,34.0,36.0,12.0,36.0,14.0,164.0,96896.0,60.0,10.56,17897.0,0.3,35.0,0.59,Unknown,1830212.5,3420030.0
737,Jammu,Female,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK066668,38.0,82.0,12.0,65.0,18.0,188.0,61676.0,48.0,10.56,17897.0,0.3,68.0,0.93,On-Time,1830212.5,2301000.0
738,Udhampur,Female,Urban,Unknown,Nano Entrepreneur,Services,JKBK012532,29.0,23.0,54.0,118.0,26.0,212.0,64658.0,12.0,11.31,17897.0,0.3,34.0,0.57,Unknown,3298903.0,6213000.0
739,Kathua,Unknown,Rural,Unknown,Unknown,Manufacturing,JKBK062868,17.0,65.0,8.0,65.0,30.0,188.0,23567.0,60.0,8.93,17897.0,0.3,54.0,0.26,Late,765475.0,2301000.0
740,Baramulla,Male,Rural,Multiple,Unknown,Tourism,JKBK085326,34.0,30.0,25.0,52.0,25.0,166.0,64658.0,36.0,8.02,17897.0,0.3,98.0,0.33,Late,1830212.5,3895000.0
741,Srinagar,Male,Rural,Locomotor,Existing Enterprise,It,JKBK032485,17.0,79.0,40.0,92.0,13.0,212.0,100571.0,35.12,7.19,17897.0,0.3,77.0,0.02,On-Time,1394395.0,4126902.0
742,Doda,Other,Urban,Unknown,Nano Entrepreneur,It,JKBK012835,24.0,47.0,11.0,105.0,24.0,188.0,88361.0,36.0,12.71,17897.0,0.3,48.0,0.82,Late,4642847.0,2511000.0
743,Kulgam,Male,Rural,Hearing,Unknown,Unknown,JKBK054076,27.0,45.0,32.0,63.0,2.0,188.0,55716.0,60.0,10.76,17897.0,0.3,96.0,0.08,Late,17113.0,2301000.0
744,Srinagar,Female,Urban,Unknown,Unknown,Unknown,JKBK058595,38.0,47.0,43.0,118.0,26.0,212.0,64845.0,48.0,11.35,17897.0,0.3,36.0,0.99,Default,1830212.5,5788337.0
745,Baramulla,Unknown,Rural,Locomotor,Nano Entrepreneur,Agri,JKBK058595,7.0,23.0,37.0,80.0,45.0,192.0,96373.0,48.0,10.74,17897.0,0.3,33.0,0.42,Unknown,3291352.0,4113490.0
746,Shopian,Female,Rural,Unknown,Existing Enterprise,Healthcare,JKBK074773,11.0,33.0,19.0,39.0,43.0,164.0,98833.0,12.0,14.19,17897.0,0.3,16.0,0.14,Default,4098000.0,6954701.0
747,Udhampur,Female,Rural,Unknown,Msme Sunrise Sector,Healthcare,JKBK089577,18.0,59.0,11.0,65.0,24.0,188.0,78400.0,60.0,7.93,17897.0,0.3,58.0,0.82,Late,16559.0,2301000.0
748,Udhampur,Other,Unknown,Multiple,Nano Entrepreneur,Manufacturing,JKBK039783,32.0,52.0,8.0,67.0,32.0,191.0,37239.0,60.0,12.42,17897.0,0.3,22.0,0.52,On-Time,1710300.0,5599944.0
749,Ramban,Unknown,Urban,Hearing,Existing Enterprise,Healthcare,JKBK067133,20.0,74.0,4.0,41.0,24.0,188.0,63328.0,36.0,9.64,17897.0,0.3,97.0,0.21,Unknown,1830212.5,5957674.0
750,Ramban,Unknown,Rural,Locomotor,Existing Enterprise,Healthcare,JKBK018246,20.0,8.0,6.0,104.0,43.0,188.0,50733.0,24.0,12.64,17897.0,0.3,50.0,0.2,Late,1830212.5,5402468.0
751,Kupwara,Female,Rural,Unknown,Existing Enterprise,Retail,JKBK029311,36.0,23.0,16.0,65.0,34.0,188.0,115790.0,60.0,11.75,17897.0,0.3,82.0,0.15,Unknown,8693.0,47533.0
752,Kulgam,Female,Unknown,Visual,Msme Sunrise Sector,Retail,JKBK063952,24.0,5.0,27.0,53.0,45.0,164.0,22735.0,18.0,11.56,17897.0,0.3,75.0,0.44,Default,3323082.0,6495966.0
753,Jammu,Female,Unknown,Hearing,Unknown,Unknown,JKBK058342,10.0,89.0,26.0,67.0,33.0,212.0,97794.0,60.0,9.24,17897.0,0.3,86.0,0.34,On-Time,2780767.0,2975382.0
754,Rajouri,Male,Rural,Locomotor,Existing Enterprise,Unknown,JKBK063952,7.0,18.0,19.0,16.0,14.0,164.0,53617.0,12.0,6.84,17897.0,0.3,2.0,0.99,Late,33728.0,43074.0
755,Anantnag,Female,Rural,Unknown,Msme Sunrise Sector,Tourism,JKBK053564,36.0,25.0,49.0,20.0,24.0,188.0,65810.0,12.0,10.56,17897.0,0.3,72.0,0.76,Unknown,2297723.0,39556.0
756,Srinagar,Male,Unknown,Unknown,Nano Entrepreneur,Unknown,JKBK019457,33.0,18.0,17.0,37.0,8.0,164.0,58470.0,36.0,6.98,17897.0,0.3,83.0,0.62,On-Time,5684492.0,3983000.0
757,Rajouri,Male,Urban,Unknown,Msme Sunrise Sector,Manufacturing,JKBK091328,30.0,87.0,55.0,82.0,24.0,188.0,49476.0,48.0,13.07,17897.0,0.3,77.0,0.43,Unknown,6002.0,2301000.0
758,Budgam,Female,Unknown,Unknown,Existing Enterprise,Manufacturing,JKBK082921,20.0,21.0,51.0,95.0,20.0,188.0,87639.0,24.0,12.48,17897.0,0.3,62.0,0.87,On-Time,3275646.0,2301000.0
759,Budgam,Other,Urban,Visual,Nano Entrepreneur,It,JKBK026826,7.0,45.0,60.0,34.0,30.0,176.0,85493.0,12.0,13.05,17897.0,0.3,11.0,0.68,On-Time,2193497.0,4153000.0
760,Kupwara,Male,Urban,Unknown,Nano Entrepreneur,Retail,JKBK036760,19.0,70.0,25.0,55.0,7.0,176.0,29780.0,36.0,8.13,17897.0,0.3,79.0,0.51,On-Time,1427442.0,5816751.0
761,Anantnag,Male,Rural,Locomotor,Existing Enterprise,It,JKBK059505,20.0,33.0,58.0,66.0,4.0,188.0,116666.0,35.12,13.66,17897.0,0.3,54.0,0.01,On-Time,44542.0,46903.0
762,Srinagar,Male,Unknown,Unknown,Msme Sunrise Sector,Manufacturing,JKBK083714,33.0,40.0,34.0,95.0,5.0,207.0,43014.0,12.0,13.14,17897.0,0.3,66.0,0.89,Late,20908.0,6074595.0
763,Kathua,Unknown,Unknown,Visual,Existing Enterprise,Manufacturing,JKBK010129,20.0,58.0,13.0,63.0,45.0,188.0,86548.0,12.0,11.16,17897.0,0.3,29.0,0.31,Late,4111372.0,20468.0
764,Shopian,Male,Unknown,Unknown,Existing Enterprise,Healthcare,JKBK092433,28.0,79.0,25.0,65.0,16.0,188.0,13438.0,18.0,10.5,17897.0,0.3,79.0,0.43,On-Time,3322000.0,2301000.0
765,Reasi,Male,Urban,Hearing,Existing Enterprise,Unknown,JKBK054309,5.0,66.0,39.0,55.0,21.0,186.0,35929.0,12.0,7.35,17897.0,0.3,76.0,0.03,Late,1614000.0,3118823.0
766,Anantnag,Unknown,Urban,Unknown,Unknown,Manufacturing,JKBK082052,24.0,48.0,28.0,48.0,38.0,188.0,103408.0,36.0,9.53,17897.0,0.3,75.0,0.43,Late,519000.0,738000.0
767,Srinagar,Other,Unknown,Unknown,Unknown,Services,JKBK012835,29.0,43.0,14.0,51.0,31.0,168.0,14236.0,48.0,8.76,17897.0,0.3,49.0,0.09,Default,1830212.5,2512768.0
768,Anantnag,Male,Unknown,Unknown,Msme Sunrise Sector,Retail,JKBK047358,16.0,48.0,36.0,65.0,33.0,188.0,68037.0,24.0,12.49,17897.0,0.3,87.0,0.42,Late,1566032.0,2301000.0
769,Kathua,Male,Rural,Unknown,Existing Enterprise,Services,JKBK054402,17.0,47.0,34.0,83.0,18.0,199.0,23281.0,48.0,14.0,17897.0,0.3,89.0,0.23,On-Time,2538741.0,6596001.0
770,Jammu,Male,Rural,Hearing,Nano Entrepreneur,Manufacturing,JKBK076866,29.0,88.0,21.0,65.0,9.0,212.0,26850.0,18.0,12.16,17897.0,0.3,51.0,0.36,Late,3098585.0,2689249.0
771,Kulgam,Unknown,Unknown,Unknown,Nano Entrepreneur,Unknown,JKBK020889,26.0,50.0,32.0,94.0,38.0,212.0,70446.0,36.0,13.56,17897.0,0.3,13.0,0.3,On-Time,1830212.5,14871.0
772,Jammu,Male,Unknown,Hearing,Unknown,Retail,JKBK075323,24.0,36.0,53.0,15.0,12.0,164.0,75146.0,36.0,11.08,17897.0,0.3,12.0,0.87,On-Time,41457.0,2301000.0
773,Ramban,Male,Unknown,Locomotor,Nano Entrepreneur,Agri,JKBK025888,4.0,50.0,6.0,43.0,44.0,164.0,100376.0,18.0,13.63,17897.0,0.3,96.0,0.25,On-Time,1156.0,6433000.0
774,Baramulla,Female,Urban,Hearing,Unknown,Manufacturing,JKBK012835,10.0,48.0,20.0,69.0,7.0,188.0,94252.0,18.0,12.31,17897.0,0.3,69.0,0.75,On-Time,879905.0,29973.0
775,Samba,Unknown,Rural,Locomotor,Unknown,Retail,JKBK089577,35.0,7.0,23.0,68.0,36.0,169.0,52782.0,48.0,7.12,17897.0,0.3,21.0,0.22,Unknown,2567000.0,2348355.0
776,Bandipora,Other,Rural,Unknown,Msme Sunrise Sector,Retail,JKBK045985,27.0,14.0,59.0,51.0,40.0,191.0,51634.0,48.0,9.57,17897.0,0.3,27.0,0.3,On-Time,1823718.0,42387.0
777,Shopian,Female,Urban,Visual,Nano Entrepreneur,It,JKBK017822,31.0,80.0,19.0,66.0,24.0,188.0,34538.0,35.12,7.63,17897.0,0.3,78.0,0.51,On-Time,44790.0,2292000.0
778,Kishtwar,Female,Rural,Multiple,Existing Enterprise,Unknown,JKBK040327,27.0,35.0,19.0,51.0,38.0,170.0,76590.0,36.0,7.25,17897.0,0.3,69.0,0.75,Late,1857000.0,26430.0
779,Budgam,Other,Rural,Multiple,Nano Entrepreneur,Manufacturing,JKBK021950,37.0,50.0,32.0,55.0,12.0,188.0,64658.0,12.0,9.83,17897.0,0.3,22.0,0.18,Unknown,1830212.5,2301000.0
780,Poonch,Male,Urban,Unknown,Unknown,Tourism,JKBK041667,10.0,88.0,32.0,113.0,6.0,188.0,41568.0,18.0,11.82,17897.0,0.3,69.0,0.94,Late,4826105.0,2301000.0
781,Udhampur,Male,Unknown,Unknown,Unknown,Services,JKBK016355,27.0,26.0,36.0,65.0,32.0,188.0,64893.0,24.0,10.96,17897.0,0.3,10.0,0.88,Unknown,1410347.0,3880045.0
781,Shopian,Male,Rural,Locomotor,Unknown,Retail,JKBK042557,39.0,69.0,4.0,87.0,21.0,212.0,61876.0,36.0,12.39,17897.0,0.3,54.0,0.9,Late,2653961.0,2301000.0
783,Anantnag,Female,Unknown,Visual,Existing Enterprise,Retail,JKBK032167,36.0,6.0,49.0,86.0,11.0,188.0,103874.0,24.0,12.58,17897.0,0.3,23.0,0.3,On-Time,1830212.5,3697523.0
784,Reasi,Unknown,Urban,Visual,Msme Sunrise Sector,Unknown,JKBK080724,20.0,48.0,60.0,100.0,23.0,188.0,35791.0,48.0,14.44,17897.0,0.3,11.0,0.68,Default,1877000.0,4779000.0
785,Kishtwar,Unknown,Rural,Visual,Nano Entrepreneur,Services,JKBK082933,16.0,84.0,8.0,92.0,32.0,212.0,9984.0,18.0,8.51,17897.0,0.3,70.0,0.92,On-Time,3594858.0,3306000.0
786,Samba,Female,Unknown,Hearing,Unknown,Healthcare,JKBK011321,35.0,87.0,13.0,60.0,11.0,206.0,20603.0,35.12,12.09,17897.0,0.3,37.0,0.1,Default,2923223.0,1872000.0
787,Kupwara,Other,Urban,Unknown,Msme Sunrise Sector,Manufacturing,JKBK039878,39.0,16.0,39.0,47.0,24.0,188.0,57669.0,18.0,7.67,17897.0,0.3,78.0,0.81,Late,1962084.0,43141.0
788,Jammu,Male,Urban,Unknown,Existing Enterprise,Unknown,JKBK045985,14.0,62.0,21.0,65.0,35.0,188.0,64658.0,36.0,12.18,17897.0,0.3,2.0,0.42,Late,626000.0,2301000.0
789,Anantnag,Female,Unknown,Locomotor,Nano Entrepreneur,Healthcare,JKBK085494,1.0,15.0,44.0,67.0,45.0,172.0,80252.0,24.0,10.78,17897.0,0.3,81.0,0.45,Default,507097.0,2827.0
