Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
3604.0,Ganderbal,Other,,,Existing enterprise,Manufacturing,JKBK086887,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,10.0,48.0,,27.0,,1488k INR,$14783,25081.0,,7.2,,,70.0,0.12,late,171.0
3605.0,Reasi,Male,,,Existing Enterprise,Tourism,JKBK042265,9/9/2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,21.0,24.0,19.0,26.0,120.0,4797907,242k INR,83695.0,48.0,,,,,0.53,,0.0
3606.0,Poonch,,Urban,,,Healthcare,JKBK016664,2024-09-02,1.0,1.0,1.0,1.0,1.0,0.0,0.0,31.0,68.0,47.0,79.0,45.0,270.0,$35305,,31217.0,36.0,8.67,,,58.0,0.55,On-time,0.0
3607.0,Poonch,FEMALE,Rural,Multiple,nano entrepreneur,IT,JKBK049116,2025-11-19,1.0,1.0,1.0,1.0,1.0,0.0,0.0,36.0,86.0,43.0,59.0,,,₹4958845,3274300,94561.0,60.0,13.84,,,44.0,0.5,Default,39.0
3608.0,Poonch,male ,,Locomotor,Existing enterprise,Manufacturing,JKBK057863,8/4/2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,41.0,50.0,115.0,22.0,255.0,2593k INR,4242k INR,28695.0,24.0,11.05,,,63.0,0.52,Delayed,0.0
3608.0,Kathua,male ,Urban,Multiple,Nano Entrepreneur,Agri,JKBK040914,27/9/2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,7.0,,45.0,,974k INR,$1095,68520.0,,10.95,,,26.0,0.39,late,0.0
3610.0,Poonch,,rural,,nano entrepreneur,IT,JKBK051264,15/4/2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,23.0,8.0,98.0,41.0,176.0,,5081k INR,101958.0,60.0,7.93,,,41.0,0.24,On-time,93.0
3611.0,Budgam,FEMALE,Rural,Hearing,Existing enterprise,Agri,JKBK022737,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,75.0,25.0,101.0,16.0,227.0,₹3774492,$58752,95630.0,36.0,10.67,,,47.0,0.74,ONTIME,0.0
3612.0,Samba,Other,rural,,MSME Sunrise Sector,Agri,JKBK028441,2022-07-06,1.0,1.0,0.0,1.0,1.0,0.0,0.0,36.0,74.0,36.0,81.0,2.0,229.0,₹3883112,817k INR,39455.0,12.0,11.99,,,48.0,,Default,0.0
3613.0,Doda,male ,,,,Tourism,JKBK012835,3-25-2022,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,61.0,21.0,28.0,3.0,116.0,52k INR,$21562,50022.0,,13.3,,,19.0,0.26,ONTIME,0.0
3614.0,Pulwama,Other,rural,Locomotor,nano entrepreneur,Tourism,JKBK033127,10-14-2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,17.0,49.0,,34.0,,,3686k INR,99201.0,24.0,9.49,,,12.0,0.18,ONTIME,6.0
3615.0,Anantnag,Other,,Multiple,,Manufacturing,JKBK080092,2023-11-25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,66.0,48.0,80.0,,,,₹4324076,58844.0,12.0,10.38,,,78.0,0.39,On-time,0.0
3616.0,Udhampur,FEMALE,Rural,,Existing enterprise,Tourism,JKBK013840,2021-01-08,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,24.0,57.0,17.0,,,$37876,2659k INR,67329.0,48.0,12.73,,,90.0,0.57,Default,0.0
3617.0,Reasi,Other,Rural,Hearing,,Services,JKBK017173,23/1/2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0,29.0,10.0,103.0,22.0,188.0,,1088718,62686.0,18.0,8.12,,,95.0,0.24,Default,0.0
3618.0,Shopian,Other,Urban,,Existing enterprise,Manufacturing,JKBK053564,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,20.0,32.0,96.0,30.0,195.0,₹564264,2306k INR,67181.0,36.0,7.51,20952.0,0.312,61.0,0.58,ONTIME,0.0
3619.0,Kulgam,Male,rural,Multiple,Nano Entrepreneur,Retail,JKBK074677,1/9/2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.0,89.0,24.0,15.0,33.0,189.0,$23848,,89265.0,18.0,12.41,,,7.0,0.13,late,0.0
3620.0,Poonch,Male,Urban,Hearing,nano entrepreneur,,JKBK012483,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,23.0,46.0,16.0,68.0,38.0,191.0,3723k INR,2338k INR,29170.0,18.0,12.23,,,39.0,0.11,late,18.0
3621.0,Doda,FEMALE,Rural,Multiple,nano entrepreneur,,JKBK040327,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,,,64.0,2.0,,897k INR,6058k INR,53500.0,12.0,9.14,,,34.0,,late,0.0
3622.0,Kulgam,Other,Urban,Multiple,Existing enterprise,IT,JKBK030715,11-5-2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,3.0,60.0,9.0,109.0,810905,$48918,65522.0,36.0,12.44,,,87.0,0.63,late,0.0
3623.0,Kathua,Female,Rural,Hearing,MSME Sunrise Sector,Agri,JKBK079749,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,65.0,42.0,52.0,43.0,224.0,1615k INR,,34204.0,18.0,6.67,,,9.0,0.33,Default,0.0
3624.0,Samba,FEMALE,Rural,Hearing,,Tourism,JKBK075986,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,54.0,18.0,,23.0,,2510k INR,₹2746682,46355.0,24.0,13.96,,,67.0,0.85,,0.0
3625.0,Udhampur,,Urban,,Existing Enterprise,IT,JKBK044124,19/8/2021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,57.0,59.0,13.0,2.0,141.0,2608662,,112771.0,,11.79,,,29.0,0.5,Delayed,134.0
3626.0,Doda,Other,urban ,,Existing enterprise,,JKBK080949,2024-03-23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,9.0,17.0,104.0,7.0,167.0,₹2496467,$33132,,12.0,7.24,,,14.0,0.77,Delayed,159.0
3627.0,Rajouri,,rural,,Existing Enterprise,Services,JKBK069040,11-28-2024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,32.0,21.0,31.0,,,$39730,,42253.0,48.0,11.6,,,86.0,0.81,Default,0.0
3628.0,Udhampur,male ,,Hearing,nano entrepreneur,Healthcare,JKBK035901,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0,64.0,21.0,,39.0,,2843k INR,2658k INR,73521.0,,9.58,,,19.0,0.81,ONTIME,0.0
3629.0,Poonch,male ,urban ,Hearing,Nano Entrepreneur,Manufacturing,JKBK069314,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,70.0,53.0,43.0,,,,2220k INR,9858.0,24.0,14.14,,,59.0,0.27,On-time,0.0
3630.0,Jammu,,urban ,,Existing enterprise,Manufacturing,JKBK061970,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,80.0,46.0,22.0,27.0,202.0,₹1146331,4974k INR,90674.0,36.0,11.72,,,56.0,0.15,On-time,0.0
3631.0,Samba,FEMALE,,Locomotor,Existing enterprise,Agri,JKBK011630,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,,18.0,10.0,14.0,,₹1000939,6255k INR,91666.0,24.0,6.94,,,94.0,0.14,Default,0.0
3632.0,Anantnag,,rural,Multiple,Existing Enterprise,Manufacturing,JKBK078157,As on Feb 2026,1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.0,15.0,51.0,97.0,21.0,207.0,420k INR,$48831,52333.0,18.0,8.62,,,46.0,0.83,late,0.0
3633.0,Kulgam,Female,Urban,Locomotor,Existing Enterprise,,JKBK062215,2021-05-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,38.0,46.0,67.0,10.0,173.0,4854720,₹2619376,118166.0,48.0,8.51,,,34.0,0.64,ONTIME,85.0
3634.0,Ganderbal,Female,,Multiple,nano entrepreneur,Tourism,JKBK062055,21/4/2021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,,4.0,12.0,22.0,,,4148k INR,76118.0,60.0,6.98,,,2.0,0.38,late,0.0
3635.0,Jammu,Other,Urban,,Existing enterprise,Retail,JKBK035901,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,11.0,8.0,75.0,7.0,114.0,,₹1727490,20845.0,48.0,12.64,4066.0,0.195,90.0,0.67,Default,0.0
3636.0,Ramban,,urban ,,Nano Entrepreneur,IT,JKBK032602,4-20-2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,58.0,,30.0,30.0,,2870005,,116487.0,,,,,46.0,0.89,Delayed,0.0
3637.0,Doda,Other,,,nano entrepreneur,IT,JKBK061970,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,46.0,31.0,81.0,29.0,,₹2153396,4047259,30524.0,24.0,13.8,,,3.0,0.37,On-time,153.0
3638.0,Jammu,Female,rural,,MSME Sunrise Sector,IT,JKBK032570,27/5/2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,23.0,67.0,7.0,136.0,₹4138314,5886k INR,51134.0,60.0,10.02,,,60.0,0.8,Default,0.0
3639.0,Pulwama,Other,,,nano entrepreneur,IT,JKBK040778,23/4/2023,1.0,1.0,1.0,1.0,1.0,0.0,0.0,22.0,60.0,15.0,44.0,5.0,146.0,,6350599,115648.0,36.0,10.15,,,9.0,0.03,ONTIME,0.0
3640.0,Kathua,male ,rural,Locomotor,Nano Entrepreneur,Services,JKBK082933,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,80.0,57.0,98.0,,,₹1467045,₹2886429,20778.0,36.0,11.4,,,68.0,0.21,ONTIME,0.0
3641.0,Pulwama,Other,Urban,,nano entrepreneur,Tourism,JKBK060718,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,57.0,20.0,58.0,27.0,184.0,,2975628,17894.0,,8.87,,,6.0,0.65,Default,0.0
3642.0,Budgam,Female,Rural,Visual,Existing Enterprise,,JKBK030952,8-14-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,36.0,58.0,11.0,12.0,,1536k INR,$27179,92286.0,24.0,13.6,,,85.0,0.74,Default,62.0
3643.0,Kulgam,male ,urban ,Multiple,Existing enterprise,Agri,JKBK062214,2026-09-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,12.0,11.0,12.0,72.0,$31308,₹3150202,62800.0,36.0,14.3,,,82.0,0.7,On-time,0.0
3644.0,Budgam,male ,Urban,,MSME Sunrise Sector,Retail,JKBK062302,2025-07-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,42.0,94.0,43.0,,$3879,3675049,,36.0,12.33,,,97.0,0.9,ONTIME,0.0
3645.0,Kathua,male ,rural,Hearing,MSME Sunrise Sector,Retail,JKBK020889,1-12-2022,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,22.0,,35.0,,,₹4019089,100041.0,48.0,9.68,,,38.0,0.94,,0.0
3646.0,Shopian,,,Locomotor,Nano Entrepreneur,Manufacturing,JKBK017820,2026-08-22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,68.0,,41.0,16.0,,,$8386,115266.0,12.0,7.06,,,1.0,0.89,Delayed,0.0
3647.0,Reasi,FEMALE,rural,,MSME Sunrise Sector,Retail,JKBK016664,2/11/2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,74.0,8.0,77.0,5.0,196.0,₹4558512,$35727,64149.0,60.0,12.16,,,77.0,0.93,,0.0
3648.0,Budgam,Other,urban ,,Existing Enterprise,IT,JKBK065566,2023-04-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,,50.0,88.0,27.0,,2628k INR,$27637,49370.0,12.0,13.19,,,90.0,0.31,Delayed,0.0
3648.0,Budgam,Female,Rural,,Nano Entrepreneur,Services,JKBK074395,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,,24.0,114.0,31.0,,₹3843487,,34718.0,60.0,10.99,,,24.0,0.07,,174.0
3650.0,Samba,Female,,,,Retail,JKBK026826,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,61.0,31.0,59.0,,,₹2987881,5797982,71439.0,60.0,7.94,15910.0,0.223,62.0,0.81,,0.0
3651.0,Pulwama,,Rural,,,IT,JKBK054402,2026-02-08,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,89.0,55.0,53.0,17.0,244.0,₹3029088,₹2059539,81510.0,36.0,11.74,,,40.0,0.42,late,0.0
3652.0,Rajouri,Other,urban ,Hearing,Existing enterprise,,JKBK080949,1-24-2023,1.0,0.0,1.0,1.0,1.0,1.0,0.0,17.0,48.0,5.0,,34.0,,₹2306593,6242269,108430.0,48.0,8.72,35156.0,0.324,68.0,0.72,late,32.0
3653.0,Ramban,FEMALE,rural,Locomotor,nano entrepreneur,Healthcare,JKBK042265,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,44.0,29.0,116.0,35.0,238.0,$44034,1803211,20690.0,,10.46,,,58.0,0.94,Default,0.0
3654.0,Doda,FEMALE,,Visual,Existing enterprise,Retail,JKBK034482,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,,30.0,109.0,44.0,,₹309617,$16777,27130.0,12.0,13.69,,,69.0,0.12,Delayed,0.0
3655.0,Poonch,male ,Rural,,Nano Entrepreneur,Manufacturing,JKBK055585,2023-10-13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21.0,,8.0,41.0,24.0,,1291914,₹615168,65743.0,48.0,14.33,,,99.0,0.38,ONTIME,0.0
3656.0,Jammu,Female,rural,Locomotor,MSME Sunrise Sector,IT,JKBK083305,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,15.0,33.0,29.0,,,₹4141719,$29837,22933.0,,13.32,,,83.0,0.49,,51.0
3657.0,Doda,male ,,Multiple,Existing Enterprise,Services,JKBK033421,2-11-2022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,60.0,18.0,82.0,2.0,187.0,,,34216.0,60.0,14.19,,,4.0,0.82,late,0.0
3658.0,Ramban,FEMALE,rural,,Nano Entrepreneur,IT,JKBK080724,10-2-2021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,82.0,5.0,41.0,6.0,,,,54681.0,36.0,10.91,,,57.0,0.68,Delayed,0.0
3659.0,Ganderbal,,rural,Locomotor,nano entrepreneur,,JKBK060025,2021-03-14,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,,55.0,,7.0,,1901k INR,₹1706085,111823.0,24.0,10.25,39219.0,0.351,98.0,0.85,Default,0.0
3660.0,Ganderbal,,Rural,,nano entrepreneur,Tourism,JKBK077111,17/12/2024,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,,53.0,20.0,25.0,,$34484,$52986,116699.0,48.0,,,,79.0,0.48,late,0.0
3661.0,Shopian,Other,Urban,Hearing,,Manufacturing,JKBK084675,10-23-2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,38.0,15.0,109.0,$17915,$11581,55522.0,60.0,12.97,,,46.0,0.11,On-time,0.0
3662.0,Samba,Female,Rural,Hearing,nano entrepreneur,IT,JKBK061541,8-18-2022,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,50.0,34.0,,33.0,,₹3881001,607k INR,105205.0,48.0,9.84,,,,0.74,late,163.0
3663.0,Udhampur,,Rural,Visual,Existing enterprise,Retail,JKBK018246,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,18.0,48.0,,16.0,,4836k INR,$4419,60425.0,60.0,14.05,,,11.0,0.61,On-time,114.0
3664.0,Bandipora,male ,Urban,,,Manufacturing,JKBK041524,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,,12.0,79.0,,,,$59214,56136.0,12.0,13.6,,,72.0,0.64,ONTIME,0.0
3665.0,Kishtwar,male ,Urban,,nano entrepreneur,,JKBK079491,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,32.0,33.0,20.0,7.0,122.0,2331k INR,1131k INR,56315.0,,12.55,,,31.0,0.5,ONTIME,0.0
3666.0,Reasi,,,,,,JKBK094939,2024-06-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,,56.0,48.0,5.0,,390054,₹1677643,108943.0,24.0,7.6,,,52.0,0.11,On-time,0.0
3667.0,Pulwama,,,Multiple,MSME Sunrise Sector,,JKBK053564,10-24-2024,1.0,1.0,0.0,1.0,1.0,1.0,1.0,26.0,18.0,22.0,78.0,41.0,185.0,5978723,$50180,103823.0,18.0,12.68,30666.0,0.295,4.0,0.03,,0.0
3668.0,Kathua,male ,urban ,,Existing enterprise,Agri,JKBK010690,23/5/2022,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,7.0,28.0,,5.0,,5803653,,71816.0,,13.71,,,73.0,0.4,late,0.0
3669.0,Bandipora,male ,Urban,Multiple,MSME Sunrise Sector,IT,JKBK061541,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,25.0,57.0,73.0,,,₹1720570,5718k INR,,24.0,10.24,,,35.0,0.59,On-time,0.0
3670.0,Kishtwar,,Rural,Visual,Existing Enterprise,Manufacturing,JKBK042265,1-21-2026,1.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0,89.0,28.0,85.0,6.0,229.0,₹783953,1614684,12073.0,18.0,7.35,4028.0,0.334,61.0,0.9,Delayed,0.0
3671.0,Bandipora,Female,urban ,Hearing,nano entrepreneur,Agri,JKBK054402,6-23-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,,59.0,65.0,27.0,,$28304,1626k INR,109693.0,36.0,11.37,,,86.0,0.06,On-time,0.0
3672.0,Bandipora,FEMALE,urban ,Hearing,MSME Sunrise Sector,Services,JKBK086967,2022-11-23,1.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0,36.0,56.0,57.0,35.0,205.0,$37780,₹4058400,107355.0,48.0,14.05,48162.0,0.449,2.0,0.72,On-time,0.0
3673.0,Shopian,FEMALE,rural,Locomotor,,,JKBK082931,2021-04-14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.0,,42.0,,29.0,,3915k INR,₹3779515,110164.0,18.0,,,,42.0,0.42,On-time,0.0
3674.0,Ganderbal,male ,urban ,Multiple,,Agri,JKBK039878,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,44.0,105.0,12.0,231.0,₹4979052,3291157,82291.0,,12.87,,,98.0,0.62,ONTIME,0.0
3675.0,Kulgam,Female,urban ,Hearing,Nano Entrepreneur,Services,JKBK054402,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,89.0,47.0,43.0,,,₹2922554,₹4224103,91803.0,60.0,7.76,,,23.0,0.76,Default,0.0
3676.0,Rajouri,male ,Rural,Hearing,nano entrepreneur,IT,JKBK061487,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,35.0,83.0,17.0,51.0,,,3958821,,101556.0,60.0,12.46,,,36.0,,Default,0.0
3677.0,Ganderbal,FEMALE,rural,,MSME Sunrise Sector,Tourism,JKBK087893,7/12/2021,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0,84.0,56.0,65.0,11.0,247.0,1831k INR,5184087,80337.0,60.0,13.57,28145.0,0.35,55.0,0.43,late,77.0
3678.0,Jammu,male ,Urban,,MSME Sunrise Sector,Services,JKBK012835,5-22-2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,6.0,84.0,28.0,162.0,2253k INR,3971957,92104.0,18.0,8.3,,,83.0,0.1,ONTIME,0.0
3679.0,Baramulla,FEMALE,Rural,Hearing,MSME Sunrise Sector,Manufacturing,JKBK075513,8/6/2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,29.0,26.0,20.0,13.0,27.0,115.0,$11628,₹5402453,103947.0,48.0,10.19,,,76.0,0.79,ONTIME,168.0
3680.0,Kupwara,,,Hearing,,Retail,JKBK071310,3/2/2022,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,38.0,37.0,69.0,,,$30125,₹2836607,108249.0,48.0,8.53,,,20.0,0.41,,0.0
3681.0,Ganderbal,FEMALE,Urban,,,Retail,JKBK088041,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,,12.0,120.0,23.0,,,3901k INR,69328.0,12.0,6.8,27894.0,0.402,88.0,0.19,ONTIME,0.0
3682.0,Rajouri,Other,Rural,Hearing,Existing enterprise,Agri,JKBK011389,23/4/2024,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0,16.0,31.0,23.0,20.0,121.0,5743690,2708701,107558.0,24.0,7.13,18596.0,0.173,,0.58,late,0.0
3683.0,Ramban,Female,Urban,Multiple,Existing Enterprise,Agri,JKBK040133,6-25-2025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,34.0,61.0,9.0,185.0,$9883,3000320,,18.0,,,,70.0,0.63,,96.0
3684.0,Shopian,Other,Urban,,MSME Sunrise Sector,Manufacturing,JKBK023271,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,66.0,25.0,74.0,43.0,226.0,₹3757310,327k INR,82422.0,12.0,7.29,,,25.0,0.48,Delayed,0.0
3685.0,Kishtwar,,urban ,Multiple,Existing Enterprise,IT,JKBK011785,As on Feb 2026,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,23.0,58.0,45.0,19.0,169.0,4585385,$53183,52896.0,,13.02,,,79.0,0.66,late,0.0
3686.0,Poonch,,rural,,,Healthcare,JKBK071097,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,35.0,9.0,49.0,21.0,24.0,138.0,1134k INR,₹5540784,61828.0,60.0,10.04,,,5.0,0.75,late,0.0
3687.0,Budgam,FEMALE,,Multiple,MSME Sunrise Sector,Services,JKBK077804,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,86.0,15.0,18.0,43.0,187.0,3981482,$25617,85865.0,60.0,14.05,,,64.0,0.4,,0.0
3688.0,Doda,Female,,Visual,MSME Sunrise Sector,IT,JKBK091592,2022-11-20,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,48.0,4.0,89.0,32.0,,4070k INR,,95586.0,24.0,8.01,,,84.0,0.16,late,0.0
3689.0,Poonch,Female,Urban,,MSME Sunrise Sector,Manufacturing,JKBK067815,2022-02-03,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,49.0,,29.0,31.0,,₹4009074,5766413,24974.0,,9.02,,,61.0,0.68,,1.0
3690.0,Kathua,male ,Urban,,,,JKBK027614,21/7/2024,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35.0,50.0,43.0,64.0,25.0,217.0,₹1859074,₹3253878,93123.0,18.0,11.03,19966.0,0.214,22.0,0.23,Default,0.0
3691.0,Poonch,Other,urban ,Multiple,Existing Enterprise,Agri,JKBK053447,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,29.0,15.0,88.0,11.0,175.0,₹855180,₹2250423,32379.0,12.0,6.72,,,13.0,0.28,Default,167.0
3692.0,Ganderbal,Other,urban ,Multiple,,,JKBK026826,1-23-2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,14.0,52.0,23.0,128.0,$22857,$42945,119510.0,12.0,13.74,,,15.0,0.61,Default,174.0
3693.0,Poonch,Female,Urban,Hearing,Existing enterprise,,JKBK066239,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,34.0,73.0,42.0,36.0,20.0,205.0,2228459,2899k INR,106518.0,,7.9,,,19.0,0.63,Default,0.0
3694.0,Jammu,male ,rural,Visual,Existing Enterprise,,JKBK031300,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,74.0,54.0,102.0,44.0,,$18102,$8853,24102.0,36.0,14.01,,,91.0,,ONTIME,0.0
3695.0,Udhampur,,urban ,,Existing enterprise,IT,JKBK072127,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.0,39.0,25.0,60.0,16.0,168.0,$28787,6179291,36445.0,,10.55,,,70.0,0.95,Default,161.0
3696.0,Budgam,Male,urban ,Visual,Nano Entrepreneur,Agri,JKBK098626,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,85.0,,68.0,16.0,,2525k INR,₹563870,110677.0,,13.55,,,19.0,0.54,ONTIME,0.0
3697.0,Poonch,,Urban,,Existing enterprise,Healthcare,JKBK060025,2021-01-04,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0,70.0,54.0,18.0,3.0,176.0,5956187,,8616.0,18.0,6.64,1824.0,0.212,76.0,0.31,Default,64.0
3698.0,Poonch,Other,rural,,nano entrepreneur,IT,JKBK051895,8-27-2022,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,,55.0,48.0,40.0,,,₹1429761,48335.0,12.0,8.28,,,1.0,0.65,ONTIME,71.0
3699.0,Udhampur,Male,Urban,,,Manufacturing,JKBK038797,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,86.0,42.0,21.0,8.0,171.0,,₹4055408,40207.0,12.0,10.68,,,43.0,0.4,On-time,0.0
3700.0,Udhampur,Other,,,Existing Enterprise,Tourism,JKBK082931,2025-05-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,85.0,,72.0,39.0,,,₹105540,95255.0,,9.09,,,31.0,0.55,,0.0
3701.0,Srinagar,Female,urban ,,MSME Sunrise Sector,Manufacturing,JKBK023004,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,75.0,60.0,,13.0,,,6869011,107933.0,48.0,9.67,46880.0,0.434,62.0,0.87,ONTIME,0.0
3702.0,Udhampur,Other,Urban,,MSME Sunrise Sector,Retail,JKBK011510,5/8/2025,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,74.0,44.0,40.0,30.0,,,,106598.0,60.0,12.34,17364.0,0.163,78.0,0.39,On-time,0.0
3703.0,Srinagar,FEMALE,urban ,Visual,MSME Sunrise Sector,Retail,JKBK083736,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,31.0,32.0,48.0,8.0,138.0,2401k INR,442k INR,21451.0,,14.23,,,61.0,0.06,Default,0.0
3704.0,Rajouri,male ,,Locomotor,MSME Sunrise Sector,Tourism,JKBK070817,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.0,52.0,49.0,,24.0,,5381418,₹2932985,29764.0,,8.18,,,48.0,0.35,late,0.0
3705.0,Kupwara,male ,Rural,Locomotor,nano entrepreneur,,JKBK041666,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,25.0,15.0,57.0,11.0,39.0,147.0,2678k INR,143814,19288.0,60.0,10.26,,,29.0,0.69,,0.0
